,artist,album
7558,Ana Moura,Moura
7559,Tony Carreira,Sempre mais
7561,Panda e Os Caricas,Panda e Os Caricas 3
7563,D.A.M.A.,Lado a lado
7567,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
7568,Mariza,Mariza [2018]
7569,Mariza,Best Of Mariza
7570,Tony Carreira,As cançoes das nossas vidas
7574,Mariza,Concerto em Lisboa
7575,Panda e Os Caricas,Panda e Os Caricas
7581,Tony Carreira,Vagabundo por amor
7584,Mariza,Fado curvo
7599,Mariza,Transparente
7605,Tony Carreira,Vagabundo por amor
7613,Tony Carreira,Ao vivo no Coliseu
7614,Paulo Gonzo,Paulo Gonzo
7617,Mariza,Transparente
7624,Mariza,Fado curvo
7628,Tony Carreira,A vida que eu escolhi
7631,Mariza,Concerto em Lisboa
7637,Pedro Abrunhosa,Luz
7639,Mariza,Fado em mim
7642,Mariza,Terra
7643,Tony Carreira,Best Of - 20 anos de canções
7645,Ana Moura,Para além da saudade
7647,Mariza,Concerto em Lisboa
7652,Deolinda,Canção ao lado
7656,Mariza,Fado em mim
7660,Tony Carreira,O homem que sou
7661,Paulo Gonzo,Perfil
7663,Deolinda,Canção ao lado
7664,Mariza,Terra
7672,Tony Carreira,Best Of - 20 anos de canções
7676,Mariza,Concerto em Lisboa
7679,Ana Moura,Leva-me aos fados
7682,Tony Carreira,O homem que sou
7683,Deolinda,Canção ao lado
7687,Deolinda,Dois selos e um carimbo
7689,Mariza,Terra
7693,Pedro Abrunhosa,Longe
7694,Mariza,Fado em mim
7696,Tony Carreira,O mesmo de sempre
7704,Mariza,Fado tradicional
7709,Deolinda,Canção ao lado
7710,Tony Carreira,Best Of - 20 anos de canções
7711,Pedro Abrunhosa,Longe
7713,Deolinda,Dois selos e um carimbo
7716,Panda e Os Caricas,Panda e Os Caricas
7717,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
7719,Carminho,Alma
7729,Ana Moura,Desfado
7731,Tony Carreira,Essencial
7732,António Zambujo,Quinto
7734,Panda e Os Caricas,Panda e Os Caricas
7735,Carminho,Alma
7736,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
7745,Mariza,Best Of Mariza
7746,Tony Carreira,25 anos
7747,Ana Moura,Desfado
7748,Paulo Gonzo,Duetos
7750,Carminho,Alma
7751,Panda e Os Caricas,Panda e Os Caricas 2
7755,Pedro Abrunhosa,Contramão
7758,Tony Carreira,Essencial
7759,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
7762,D.A.M.A.,Uma questão de princípio
7763,Ana Moura,Desfado
7764,Panda e Os Caricas,Panda e Os Caricas 3
7765,António Zambujo,Rua da Emenda
7766,Mariza,Best Of Mariza
7767,Tony Carreira,Sempre
7772,Carminho,Canto
7779,António Zambujo,Quinto
7781,Panda e Os Caricas,Panda e Os Caricas 3
7782,Ana Moura,Moura
7785,Ana Moura,Desfado
7786,Mariza,Mundo
7787,Mariza,Best Of Mariza
7788,D.A.M.A.,Dá-me um segundo
7789,António Zambujo,Rua da Emenda
7792,D.A.M.A.,Uma questão de princípio
7795,Deolinda,Outras histórias
7803,Ana Moura,Moura
7804,Tony Carreira,Sempre mais
7806,Ana Moura,Desfado
7808,Panda e Os Caricas,Panda e Os Caricas 4
7810,António Zambujo,Rua da Emenda
7811,Mariza,Best Of Mariza
7812,Mariza,Concerto em Lisboa
7815,Panda e Os Caricas,Panda e Os Caricas 3
7816,António Zambujo,Até pensei que fosse minha
7817,Carminho,Carminho canta Tom Jobim
7818,Mariza,Mundo
7822,Mariza,Mariza [2018]
7823,Panda e Os Caricas,A volta ao mundo
7827,Mariza,Best Of Mariza
7828,Mariza,Concerto em Lisboa
7830,Ana Moura,Best Of
7833,D.A.M.A.,Lado a lado
7834,Panda e Os Caricas,Panda e Os Caricas 3
7835,Ana Moura,Moura
7838,Tony Carreira,Sempre mais
7840,António Zambujo,Até pensei que fosse minha
7841,Carminho,Alma
7842,Mariza,Mariza [2018]
7843,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
7844,Mariza,Best Of Mariza
7845,Tony Carreira,As cançoes das nossas vidas
7848,Pedro Abrunhosa,Espiritual
7852,Panda e Os Caricas,Panda e Os Caricas
7853,Ana Moura,Moura
7859,Tony Carreira,Vagabundo por amor
7862,Mariza,Fado curvo
7879,Mariza,Transparente
7880,Tony Carreira,Vagabundo por amor
7891,Tony Carreira,Ao vivo no Coliseu
7895,Paulo Gonzo,Paulo Gonzo
7900,Mariza,Transparente
7904,Mariza,Fado curvo
7905,Mariza,Fado em mim
7910,Tony Carreira,A vida que eu escolhi
7913,Mariza,Concerto em Lisboa
7917,Mariza,Fado em mim
7919,Mariza,Transparente
7920,Pedro Abrunhosa,Luz
7923,Mariza,Terra
7924,Tony Carreira,Best Of - 20 anos de canções
7927,Ana Moura,Para além da saudade
7928,Mariza,Concerto em Lisboa
7932,Deolinda,Canção ao lado
7938,Mariza,Fado em mim
7939,Paulo Gonzo,Perfil
7941,Tony Carreira,O homem que sou
7942,Paulo Gonzo,Perfil
7944,Deolinda,Canção ao lado
7945,Mariza,Terra
7954,Tony Carreira,Best Of - 20 anos de canções
7960,Deolinda,Canção ao lado
7961,Tony Carreira,O homem que sou
7964,Ana Moura,Leva-me aos fados
7966,Mariza,Terra
7970,Deolinda,Dois selos e um carimbo
7971,Pedro Abrunhosa,Longe
7972,Mariza,Fado em mim
7974,Tony Carreira,Best Of - 20 anos de canções
7978,Tony Carreira,O mesmo de sempre
7984,Deolinda,Dois selos e um carimbo
7988,Deolinda,Canção ao lado
7989,Carminho,Fado
7990,Mariza,Fado tradicional
7996,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
7997,Carminho,Alma
7998,Panda e Os Caricas,Panda e Os Caricas
8006,António Zambujo,Quinto
8011,Ana Moura,Desfado
8014,António Zambujo,Quinto
8015,Tony Carreira,Essencial
8017,Panda e Os Caricas,Panda e Os Caricas
8018,Deolinda,Mundo pequenino
8019,Carminho,Alma
8022,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
8025,Mariza,Best Of Mariza
8026,Ana Moura,Desfado
8027,Tony Carreira,25 anos
8028,Paulo Gonzo,Duetos
8029,Panda e Os Caricas,Panda e Os Caricas 2
8031,Carminho,Alma
8033,Pedro Abrunhosa,Contramão
8037,António Zambujo,Quinto
8039,Tony Carreira,Essencial
8040,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
8041,D.A.M.A.,Uma questão de princípio
8042,António Zambujo,Rua da Emenda
8043,Mariza,Best Of Mariza
8044,Ana Moura,Desfado
8045,Panda e Os Caricas,Panda e Os Caricas 3
8047,Tony Carreira,Sempre
8048,Carminho,Canto
8050,António Zambujo,Quinto
8055,Panda e Os Caricas,Panda e Os Caricas 3
8056,Ana Moura,Moura
8058,Ana Moura,Desfado
8059,Mariza,Mundo
8061,António Zambujo,Rua da Emenda
8063,Mariza,Best Of Mariza
8064,D.A.M.A.,Dá-me um segundo
8065,D.A.M.A.,Uma questão de princípio
8073,Carminho,Canto
8074,Deolinda,Outras histórias
8075,Ana Moura,Moura
8076,Tony Carreira,Sempre mais
8077,Panda e Os Caricas,Panda e Os Caricas 4
8079,Ana Moura,Desfado
8083,António Zambujo,Rua da Emenda
8084,Mariza,Best Of Mariza
8085,D.A.M.A.,Dá-me um segundo
8086,Mariza,Mundo
8088,António Zambujo,Até pensei que fosse minha
8089,Mariza,Mariza [2018]
8090,Panda e Os Caricas,A volta ao mundo
8092,Mariza,Best Of Mariza
8094,Ana Moura,Best Of
8095,Mariza,Concerto em Lisboa
8098,D.A.M.A.,Lado a lado
8102,Ana Moura,Moura
8103,Carminho,Alma
8107,Tony Carreira,Sempre mais
8109,Mariza,Mariza [2018]
8110,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
8112,Tony Carreira,As cançoes das nossas vidas
8113,Mariza,Best Of Mariza
8119,Panda e Os Caricas,Panda e Os Caricas
8120,Ana Moura,Moura
8124,Tony Carreira,Vagabundo por amor
8127,Mariza,Fado curvo
8139,Mariza,Transparente
8144,Tony Carreira,Vagabundo por amor
8153,Paulo Gonzo,Paulo Gonzo
8154,Tony Carreira,Ao vivo no Coliseu
8157,Mariza,Transparente
8163,Mariza,Fado em mim
8170,Mariza,Concerto em Lisboa
8171,Mariza,Fado em mim
8172,Tony Carreira,A vida que eu escolhi
8177,Pedro Abrunhosa,Luz
8179,Mariza,Terra
8180,Tony Carreira,Best Of - 20 anos de canções
8183,Ana Moura,Para além da saudade
8184,Mariza,Concerto em Lisboa
8186,Deolinda,Canção ao lado
8192,Mariza,Fado em mim
8193,Mariza,Fado curvo
8195,Tony Carreira,O homem que sou
8196,Paulo Gonzo,Perfil
8198,Deolinda,Canção ao lado
8199,Mariza,Terra
8209,Ana Moura,Para além da saudade
8211,Tony Carreira,Best Of - 20 anos de canções
8214,Deolinda,Canção ao lado
8215,Ana Moura,Leva-me aos fados
8218,Tony Carreira,O homem que sou
8220,Deolinda,Dois selos e um carimbo
8221,Mariza,Terra
8223,Pedro Abrunhosa,Longe
8227,Mariza,Fado em mim
8233,Tony Carreira,O mesmo de sempre
8240,Deolinda,Canção ao lado
8244,Deolinda,Dois selos e um carimbo
8245,Mariza,Fado tradicional
8248,Panda e Os Caricas,Panda e Os Caricas
8250,Carminho,Alma
8255,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
8263,António Zambujo,Quinto
8264,Ana Moura,Desfado
8267,Tony Carreira,Essencial
8268,Panda e Os Caricas,Panda e Os Caricas
8269,Deolinda,Mundo pequenino
8271,Carminho,Alma
8275,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
8276,Mariza,Concerto em Lisboa
8277,Mariza,Best Of Mariza
8278,Ana Moura,Desfado
8279,Paulo Gonzo,Duetos
8280,Tony Carreira,25 anos
8281,Panda e Os Caricas,Panda e Os Caricas 2
8283,Carminho,Alma
8284,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
8285,Pedro Abrunhosa,Contramão
8289,Tony Carreira,Essencial
8290,D.A.M.A.,Uma questão de princípio
8291,Ana Moura,Desfado
8292,Mariza,Best Of Mariza
8294,Panda e Os Caricas,Panda e Os Caricas 3
8295,António Zambujo,Rua da Emenda
8297,Tony Carreira,Sempre
8299,Carminho,Canto
8301,António Zambujo,Quinto
8303,Panda e Os Caricas,Panda e Os Caricas 3
8304,Ana Moura,Moura
8306,Ana Moura,Desfado
8307,António Zambujo,Rua da Emenda
8308,Mariza,Mundo
8311,Mariza,Best Of Mariza
8312,D.A.M.A.,Dá-me um segundo
8314,D.A.M.A.,Uma questão de princípio
8316,Deolinda,Outras histórias
8321,Ana Moura,Moura
8323,Panda e Os Caricas,Panda e Os Caricas 4
8325,Tony Carreira,Sempre mais
8326,Ana Moura,Desfado
8328,Mariza,Concerto em Lisboa
8329,António Zambujo,Rua da Emenda
8330,Mariza,Mundo
8332,Mariza,Best Of Mariza
8334,Mariza,Mariza [2018]
8337,Panda e Os Caricas,A volta ao mundo
8338,Mariza,Best Of Mariza
8341,Mariza,Concerto em Lisboa
8343,Ana Moura,Best Of
8344,Panda e Os Caricas,Panda e Os Caricas 3
8345,Ana Moura,Moura
8346,D.A.M.A.,Lado a lado
8350,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
8351,Mariza,Mariza [2018]
8354,Mariza,Best Of Mariza
8355,Tony Carreira,As cançoes das nossas vidas
8358,Panda e Os Caricas,Panda e Os Caricas
8360,Tony Carreira,Vagabundo por amor
8363,Mariza,Fado curvo
8375,Mariza,Transparente
8386,Tony Carreira,Ao vivo no Coliseu
8388,Paulo Gonzo,Paulo Gonzo
8392,Mariza,Transparente
8401,Mariza,Concerto em Lisboa
8404,Mariza,Fado em mim
8405,Mariza,Transparente
8406,Tony Carreira,A vida que eu escolhi
8411,Mariza,Terra
8412,Tony Carreira,Best Of - 20 anos de canções
8416,Deolinda,Canção ao lado
8417,Ana Moura,Para além da saudade
8418,Mariza,Concerto em Lisboa
8420,Mariza,Fado em mim
8425,Paulo Gonzo,Perfil
8426,Tony Carreira,O homem que sou
8428,Deolinda,Canção ao lado
8429,Mariza,Terra
8433,Ana Moura,Para além da saudade
8441,Deolinda,Canção ao lado
8442,Ana Moura,Leva-me aos fados
8444,Tony Carreira,O homem que sou
8445,Deolinda,Dois selos e um carimbo
8446,Mariza,Terra
8450,Pedro Abrunhosa,Longe
8455,Mariza,Concerto em Lisboa
8457,Tony Carreira,O mesmo de sempre
8461,Deolinda,Dois selos e um carimbo
8463,Deolinda,Canção ao lado
8467,Paulo Gonzo,Perfil
8469,Pedro Abrunhosa,Longe
8472,Panda e Os Caricas,Panda e Os Caricas
8476,Carminho,Alma
8477,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
8483,António Zambujo,Quinto
8487,António Zambujo,Quinto
8488,Ana Moura,Desfado
8491,Tony Carreira,Essencial
8492,Panda e Os Caricas,Panda e Os Caricas
8494,Deolinda,Mundo pequenino
8497,Carminho,Alma
8499,Mariza,Best Of Mariza
8500,Ana Moura,Desfado
8501,Paulo Gonzo,Duetos
8503,Tony Carreira,25 anos
8504,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
8505,Carminho,Alma
8506,Panda e Os Caricas,Panda e Os Caricas 2
8508,Pedro Abrunhosa,Contramão
8510,António Zambujo,Quinto
8511,D.A.M.A.,Uma questão de princípio
8512,Mariza,Best Of Mariza
8513,António Zambujo,Rua da Emenda
8514,Ana Moura,Desfado
8517,Panda e Os Caricas,Panda e Os Caricas 3
8518,Carminho,Canto
8519,Tony Carreira,Sempre
8523,Panda e Os Caricas,Panda e Os Caricas 3
8524,Ana Moura,Moura
8526,Ana Moura,Desfado
8527,António Zambujo,Rua da Emenda
8528,Mariza,Mundo
8529,Mariza,Best Of Mariza
8532,D.A.M.A.,Dá-me um segundo
8536,D.A.M.A.,Uma questão de princípio
8537,Deolinda,Outras histórias
8540,Ana Moura,Moura
8541,Panda e Os Caricas,Panda e Os Caricas 4
8543,Tony Carreira,Sempre mais
8544,Ana Moura,Desfado
8546,António Zambujo,Rua da Emenda
8548,Mariza,Concerto em Lisboa
8551,Mariza,Mundo
8553,Panda e Os Caricas,Panda e Os Caricas 3
8554,Mariza,Best Of Mariza
8555,Mariza,Mariza [2018]
8557,Panda e Os Caricas,A volta ao mundo
8558,Mariza,Best Of Mariza
8560,Mariza,Concerto em Lisboa
8565,Ana Moura,Best Of
8567,Ana Moura,Moura
8568,D.A.M.A.,Lado a lado
8569,Carminho,Alma
8573,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
8574,Mariza,Mariza [2018]
8576,Mariza,Best Of Mariza
8579,António Zambujo,Do avesso
8580,António Zambujo,António Zambujo
8582,Tony Carreira,Vagabundo por amor
8584,Mariza,Fado curvo
8596,Mariza,Transparente
8607,Paulo Gonzo,Paulo Gonzo
8610,Tony Carreira,Ao vivo no Coliseu
8614,Mariza,Transparente
8616,Mariza,Concerto em Lisboa
8621,Mariza,Fado em mim
8624,Mariza,Transparente
8625,Tony Carreira,A vida que eu escolhi
8629,Mariza,Terra
8630,Tony Carreira,Best Of - 20 anos de canções
8633,Ana Moura,Para além da saudade
8634,Deolinda,Canção ao lado
8636,Mariza,Concerto em Lisboa
8642,Paulo Gonzo,Perfil
8643,Tony Carreira,O homem que sou
8645,Deolinda,Canção ao lado
8646,Ana Moura,Para além da saudade
8647,Mariza,Terra
8652,Deolinda,Canção ao lado
8653,Ana Moura,Leva-me aos fados
8654,Deolinda,Dois selos e um carimbo
8656,Pedro Abrunhosa,Longe
8658,Mariza,Terra
8661,Tony Carreira,O homem que sou
8668,Tony Carreira,O mesmo de sempre
8670,Mariza,Concerto em Lisboa
8671,Deolinda,Dois selos e um carimbo
8673,Deolinda,Canção ao lado
8680,Mariza,Fado tradicional
8681,Pedro Abrunhosa,Longe
8684,Panda e Os Caricas,Panda e Os Caricas
8687,Carminho,Alma
8693,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
8696,António Zambujo,Quinto
8698,Ana Moura,Desfado
8701,Tony Carreira,Essencial
8702,Panda e Os Caricas,Panda e Os Caricas
8703,Deolinda,Mundo pequenino
8705,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
8712,Mariza,Best Of Mariza
8713,Ana Moura,Desfado
8715,Paulo Gonzo,Duetos
8716,Tony Carreira,25 anos
8717,Panda e Os Caricas,Panda e Os Caricas 2
8718,Carminho,Alma
8719,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
8720,Pedro Abrunhosa,Contramão
8722,António Zambujo,Quinto
8725,D.A.M.A.,Uma questão de princípio
8726,Mariza,Best Of Mariza
8727,Ana Moura,Desfado
8728,António Zambujo,Rua da Emenda
8729,Panda e Os Caricas,Panda e Os Caricas 3
8732,Carminho,Canto
8734,Tony Carreira,Sempre
8739,Panda e Os Caricas,Panda e Os Caricas 3
8740,Ana Moura,Moura
8742,António Zambujo,Rua da Emenda
8743,Ana Moura,Desfado
8745,Mariza,Mundo
8746,Mariza,Best Of Mariza
8750,D.A.M.A.,Dá-me um segundo
8757,Ana Moura,Moura
8760,Ana Moura,Desfado
8763,António Zambujo,Rua da Emenda
8764,Panda e Os Caricas,Panda e Os Caricas 4
8765,Mariza,Best Of Mariza
8767,Tony Carreira,Sempre mais
8768,Mariza,Concerto em Lisboa
8770,Panda e Os Caricas,Panda e Os Caricas 3
8772,Mariza,Mariza [2018]
8775,Panda e Os Caricas,A volta ao mundo
8777,Mariza,Concerto em Lisboa
8778,Mariza,Best Of Mariza
8784,Ana Moura,Best Of
8785,Mariza,Transparente
8789,Mariza,Mariza [2018]
8790,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
8792,Mariza,Best Of Mariza
8794,Tony Carreira,As cançoes das nossas vidas
8795,António Zambujo,António Zambujo
8799,Tony Carreira,Vagabundo por amor
8800,Mariza,Fado curvo
8812,Mariza,Transparente
8821,Paulo Gonzo,Paulo Gonzo
8824,Tony Carreira,Ao vivo no Coliseu
8828,Mariza,Fado curvo
8830,Mariza,Transparente
8832,Mariza,Concerto em Lisboa
8839,Mariza,Fado em mim
8840,Mariza,Transparente
8841,Tony Carreira,A vida que eu escolhi
8842,Mariza,Terra
8843,Tony Carreira,Best Of - 20 anos de canções
8845,Deolinda,Canção ao lado
8846,Ana Moura,Para além da saudade
8849,Mariza,Concerto em Lisboa
8855,Mariza,Fado em mim
8857,Paulo Gonzo,Perfil
8859,Tony Carreira,O homem que sou
8860,Deolinda,Canção ao lado
8861,Ana Moura,Para além da saudade
8862,Mariza,Terra
8867,Deolinda,Canção ao lado
8868,Ana Moura,Leva-me aos fados
8871,Pedro Abrunhosa,Longe
8872,Deolinda,Dois selos e um carimbo
8873,Mariza,Terra
8876,Mariza,Concerto em Lisboa
8877,Mariza,Fado em mim
8882,Tony Carreira,O mesmo de sempre
8885,Deolinda,Canção ao lado
8886,Mariza,Terra
8887,Mariza,Fado em mim
8890,Mariza,Fado tradicional
8891,Deolinda,Dois selos e um carimbo
8893,Pedro Abrunhosa,Longe
8894,Mariza,Concerto em Lisboa
8899,Panda e Os Caricas,Panda e Os Caricas
8900,Carminho,Alma
8904,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
8908,Mariza,Concerto em Lisboa
8911,António Zambujo,Quinto
8912,Ana Moura,Desfado
8915,Panda e Os Caricas,Panda e Os Caricas 2
8917,Panda e Os Caricas,Panda e Os Caricas
8918,Tony Carreira,Essencial
8919,Carminho,Alma
8920,Deolinda,Mundo pequenino
8922,Mariza,Best Of Mariza
8923,Ana Moura,Desfado
8925,Tony Carreira,25 anos
8926,Paulo Gonzo,Duetos
8928,Panda e Os Caricas,Panda e Os Caricas 2
8929,Carminho,Alma
8930,António Zambujo,Quinto
8932,Tony Carreira,Essencial
8936,D.A.M.A.,Uma questão de princípio
8937,Mariza,Best Of Mariza
8938,Ana Moura,Desfado
8939,António Zambujo,Rua da Emenda
8943,Panda e Os Caricas,Panda e Os Caricas 3
8944,Carminho,Canto
8947,Tony Carreira,Sempre
8948,Panda e Os Caricas,Panda e Os Caricas 3
8949,Ana Moura,Moura
8950,António Zambujo,Rua da Emenda
8951,Mariza,Mundo
8953,Ana Moura,Desfado
8954,Mariza,Best Of Mariza
8958,D.A.M.A.,Dá-me um segundo
8962,Deolinda,Outras histórias
8964,Carminho,Canto
8965,D.A.M.A.,Uma questão de princípio
8969,Ana Moura,Moura
8970,Ana Moura,Desfado
8972,Panda e Os Caricas,Panda e Os Caricas 4
8973,Mariza,Best Of Mariza
8976,Tony Carreira,Sempre mais
8977,Carminho,Carminho canta Tom Jobim
8978,Mariza,Mundo
8979,António Zambujo,Rua da Emenda
8980,Mariza,Concerto em Lisboa
8982,Mariza,Mariza [2018]
8984,Panda e Os Caricas,A volta ao mundo
8985,Mariza,Best Of Mariza
8987,Mariza,Concerto em Lisboa
8991,Ana Moura,Best Of
9000,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
9001,Mariza,Mariza [2018]
9003,Mariza,Best Of Mariza
9006,António Zambujo,Do avesso
9009,Tony Carreira,Vagabundo por amor
9010,Mariza,Fado curvo
9019,Mariza,Transparente
9026,Paulo Gonzo,Paulo Gonzo
9029,Tony Carreira,Ao vivo no Coliseu
9033,Mariza,Transparente
9035,Mariza,Fado curvo
9040,Mariza,Concerto em Lisboa
9047,Mariza,Fado em mim
9048,Tony Carreira,A vida que eu escolhi
9049,Mariza,Terra
9050,Tony Carreira,Best Of - 20 anos de canções
9052,Deolinda,Canção ao lado
9053,Mariza,Concerto em Lisboa
9054,Ana Moura,Para além da saudade
9059,Mariza,Transparente
9065,Deolinda,Canção ao lado
9066,Paulo Gonzo,Perfil
9067,Mariza,Terra
9068,Tony Carreira,O homem que sou
9069,Ana Moura,Para além da saudade
9072,Ana Moura,Leva-me aos fados
9075,Deolinda,Canção ao lado
9077,Pedro Abrunhosa,Longe
9079,Mariza,Terra
9080,Deolinda,Dois selos e um carimbo
9089,Tony Carreira,O mesmo de sempre
9092,Deolinda,Canção ao lado
9093,Deolinda,Dois selos e um carimbo
9100,Panda e Os Caricas,Panda e Os Caricas
9101,Carminho,Alma
9105,Carminho,Fado
9106,António Zambujo,Quinto
9110,António Zambujo,Quinto
9111,Ana Moura,Desfado
9113,Panda e Os Caricas,Panda e Os Caricas 2
9116,Tony Carreira,Essencial
9117,Panda e Os Caricas,Panda e Os Caricas
9118,Deolinda,Mundo pequenino
9120,Carminho,Alma
9121,D.A.M.A.,Uma questão de princípio
9122,Mariza,Best Of Mariza
9123,Ana Moura,Desfado
9124,Paulo Gonzo,Duetos
9127,Panda e Os Caricas,Panda e Os Caricas 2
9128,Tony Carreira,25 anos
9130,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
9132,D.A.M.A.,Uma questão de princípio
9133,Mariza,Best Of Mariza
9134,Ana Moura,Desfado
9136,António Zambujo,Rua da Emenda
9137,Panda e Os Caricas,Panda e Os Caricas 3
9141,Tony Carreira,Sempre
9142,Carminho,Canto
9145,Panda e Os Caricas,Panda e Os Caricas 3
9147,Mariza,Mundo
9148,Ana Moura,Desfado
9150,Ana Moura,Moura
9151,António Zambujo,Rua da Emenda
9152,Mariza,Best Of Mariza
9156,D.A.M.A.,Dá-me um segundo
9161,Deolinda,Outras histórias
9164,Ana Moura,Moura
9166,Ana Moura,Desfado
9169,Panda e Os Caricas,Panda e Os Caricas 4
9170,António Zambujo,Rua da Emenda
9171,Mariza,Best Of Mariza
9172,Mariza,Mundo
9173,Mariza,Concerto em Lisboa
9174,Mariza,Mariza [2018]
9176,Panda e Os Caricas,A volta ao mundo
9177,Mariza,Concerto em Lisboa
9179,Mariza,Best Of Mariza
9184,Mariza,Terra
9187,Ana Moura,Best Of
9190,Mariza,Mariza [2018]
9192,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
9194,Mariza,Best Of Mariza
9197,Tony Carreira,Vagabundo por amor
9199,Mariza,Fado curvo
9207,Mariza,Transparente
9213,Paulo Gonzo,Paulo Gonzo
9214,Mariza,Transparente
9218,Tony Carreira,Ao vivo no Coliseu
9222,Mariza,Fado em mim
9226,Mariza,Fado curvo
9232,Mariza,Concerto em Lisboa
9237,Mariza,Fado em mim
9241,Ana Moura,Para além da saudade
9242,Tony Carreira,A vida que eu escolhi
9244,Mariza,Terra
9245,Tony Carreira,Best Of - 20 anos de canções
9247,Deolinda,Canção ao lado
9250,Ana Moura,Para além da saudade
9251,Mariza,Concerto em Lisboa
9260,Paulo Gonzo,Perfil
9262,Deolinda,Canção ao lado
9263,Mariza,Terra
9265,Tony Carreira,O homem que sou
9272,Ana Moura,Leva-me aos fados
9275,Mariza,Concerto em Lisboa
9276,Mariza,Terra
9277,Pedro Abrunhosa,Longe
9280,Deolinda,Canção ao lado
9290,Tony Carreira,O mesmo de sempre
9294,Deolinda,Canção ao lado
9295,Mariza,Concerto em Lisboa
9301,Panda e Os Caricas,Panda e Os Caricas
9302,Carminho,Alma
9303,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
9308,António Zambujo,Quinto
9310,Ana Moura,Desfado
9311,Panda e Os Caricas,Panda e Os Caricas 2
9316,Panda e Os Caricas,Panda e Os Caricas
9317,Tony Carreira,Essencial
9319,Mariza,Concerto em Lisboa
9322,D.A.M.A.,Uma questão de princípio
9323,Mariza,Best Of Mariza
9324,Ana Moura,Desfado
9325,Paulo Gonzo,Duetos
9327,Panda e Os Caricas,Panda e Os Caricas 2
9329,Tony Carreira,25 anos
9330,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
9331,Mariza,Mundo
9332,D.A.M.A.,Uma questão de princípio
9333,Mariza,Best Of Mariza
9334,Ana Moura,Desfado
9335,Panda e Os Caricas,Panda e Os Caricas 3
9336,António Zambujo,Rua da Emenda
9340,Carminho,Canto
9341,Tony Carreira,Sempre
9346,Panda e Os Caricas,Panda e Os Caricas 3
9347,Mariza,Mundo
9349,Ana Moura,Moura
9352,António Zambujo,Rua da Emenda
9353,Ana Moura,Desfado
9354,Mariza,Best Of Mariza
9356,D.A.M.A.,Dá-me um segundo
9363,Ana Moura,Moura
9368,Ana Moura,Desfado
9369,António Zambujo,Rua da Emenda
9370,Mariza,Best Of Mariza
9371,Carminho,Carminho canta Tom Jobim
9372,Tony Carreira,Sempre mais
9373,Panda e Os Caricas,Panda e Os Caricas 4
9375,Mariza,Concerto em Lisboa
9378,Mariza,Mariza [2018]
9381,Panda e Os Caricas,A volta ao mundo
9384,Mariza,Best Of Mariza
9392,Mariza,Mariza [2018]
9395,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
9397,Mariza,Best Of Mariza
9400,António Zambujo,António Zambujo
9401,Pedro Abrunhosa,Espiritual
9403,Tony Carreira,Vagabundo por amor
9404,Mariza,Fado curvo
9413,Mariza,Transparente
9416,Paulo Gonzo,Paulo Gonzo
9421,Paulo Gonzo,Paulo Gonzo
9422,Mariza,Transparente
9425,Tony Carreira,Ao vivo no Coliseu
9427,Mariza,Fado em mim
9433,Mariza,Fado curvo
9440,Mariza,Concerto em Lisboa
9446,Ana Moura,Para além da saudade
9448,Mariza,Fado em mim
9452,Mariza,Terra
9454,Tony Carreira,Best Of - 20 anos de canções
9455,Deolinda,Canção ao lado
9458,Ana Moura,Para além da saudade
9459,Mariza,Concerto em Lisboa
9468,Paulo Gonzo,Perfil
9471,Deolinda,Canção ao lado
9472,Mariza,Terra
9478,Tony Carreira,O homem que sou
9484,Pedro Abrunhosa,Longe
9485,Ana Moura,Leva-me aos fados
9490,Mariza,Concerto em Lisboa
9492,Deolinda,Canção ao lado
9499,Tony Carreira,O mesmo de sempre
9505,Deolinda,Canção ao lado
9507,Panda e Os Caricas,Panda e Os Caricas
9512,Carminho,Alma
